dataset,instance,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Brandimarte,Mk03.fjs,R4_survival_hv,0.9393568200689306,364.5555322957716,11969.627283508325,23.99999999999993,70.5,95.236168384552,70.0,2.0,0.2857142984867096,0.8812855286129229,10
Brandimarte,Mk03.fjs,R5_composite,0.9414449741379805,363.8779565101735,11922.158825153558,25.49999999999993,63.5,97.85630583763123,70.0,2.0,0.28571429848670954,0.8561120610332473,10
Brandimarte,Mk03.fjs,R6_adaptive_weight,0.9341615872673795,368.7097565832378,11810.19664475332,23.999999999999943,66.5,96.62625086307526,70.0,2.0,0.2857142984867096,0.895585465845268,10
Brandimarte,Mk04.fjs,R1_survival_only,0.857103981138314,112.98090721056587,3717.6689940670863,35.999999999999986,59.5,69.88447403907776,70.0,2.0,0.30714286863803864,0.8992747765533138,10
Brandimarte,Mk04.fjs,R2_hv_only,0.8701757126568288,112.07610982410596,3735.7201102826375,35.99999999999997,55.0,70.3426421880722,70.0,2.0,0.28464819490909576,0.8541202772037166,10
Brandimarte,Mk04.fjs,R3_cmax_only,0.8534398203178158,114.78226231382433,3678.4092989487417,35.999999999999986,61.0,71.13711929321289,70.0,2.0,0.2428571432828903,0.8506253682724781,10
Brandimarte,Mk04.fjs,R4_survival_hv,0.8488785276206774,114.00050315769016,3673.5185420292046,35.99999999999997,62.5,71.95886480808258,70.0,2.0,0.3142857253551483,0.8605529342921472,10
Brandimarte,Mk04.fjs,R5_composite,0.8628956845710137,112.58937534838245,3698.6467690967884,35.99999999999998,67.5,73.9751808643341,70.0,2.0,0.3000000119209289,0.8455014345089481,10
Brandimarte,Mk04.fjs,R6_adaptive_weight,0.8504847129127493,113.34488418325446,3732.125166358611,35.99999999999998,55.0,71.55052161216736,70.0,2.0,0.2928571552038193,0.8590498091904393,10
Brandimarte,Mk05.fjs,R1_survival_only,0.9685378839089609,220.67262237381817,6453.101898040757,2.999999999999943,38.0,76.5840973854065,67.0,2.5,0.3255760371685028,0.8533687146528626,10
Brandimarte,Mk05.fjs,R2_hv_only,0.9208109272252045,221.88956665412223,6455.31054142635,2.999999999999943,32.5,76.33358108997345,68.5,2.0,0.28571429848670954,0.8049615598183772,10
Brandimarte,Mk05.fjs,R3_cmax_only,0.9540463577172393,223.61969375632637,6416.462308643127,1.9999999999999716,41.0,78.27915132045746,65.5,2.5,0.27978208661079407,0.8326361203320871,10
Brandimarte,Mk05.fjs,R4_survival_hv,0.9709765008264019,218.72487100367061,6423.1368867222955,2.9999999999999574,27.5,88.86868846416473,61.5,3.0,0.33364056050777435,0.777796308409171,10
Brandimarte,Mk05.fjs,R5_composite,0.9122187830657135,223.94463448503927,6441.693716657587,2.999999999999943,36.0,79.01762545108795,62.0,3.0,0.33879782259464264,0.7533744033803496,10
Brandimarte,Mk05.fjs,R6_adaptive_weight,0.9368603050068759,222.8458641629607,6442.948138198132,2.999999999999943,35.5,76.14667642116547,64.0,3.0,0.3247767835855484,0.7570637140883953,10
Brandimarte,Mk06.fjs,R1_survival_only,0.8039381742278844,152.92339651665623,4101.36432328282,26.999999999999982,76.5,96.52568662166595,70.0,2.0,0.3040194660425186,0.8504309664956706,10
Brandimarte,Mk06.fjs,R2_hv_only,0.8046433102683064,151.3179395429126,4068.9122121597657,24.49999999999998,82.5,96.52875328063963,70.0,2.0,0.3285714387893677,0.8548718397545705,10
Brandimarte,Mk06.fjs,R3_cmax_only,0.793468856415384,153.46894115861812,4110.51554309943,26.499999999999982,78.0,97.19463586807251,70.0,2.0,0.3000000119209289,0.8541202772037166,10
Brandimarte,Mk06.fjs,R4_survival_hv,0.7880545953832587,153.10845651616788,4072.7188079602474,27.499999999999986,91.0,108.69042146205902,70.0,2.0,0.3000000119209289,0.8381228130928562,10
Brandimarte,Mk06.fjs,R5_composite,0.7964345817560872,153.56314884749304,4124.356121812147,26.499999999999986,79.5,97.04276609420776,70.0,2.0,0.30322581529617304,0.8383172148696636,10
Brandimarte,Mk06.fjs,R6_adaptive_weight,0.7973584997120734,152.9382486276038,4111.420735214785,26.999999999999993,79.5,97.15123963356018,70.0,2.0,0.3000000119209289,0.8168330579980341,10
