Fold,dataset,instance,ScratchNoBC_R16,UCBOnly,XPrePPO_Frozen,XPrePPO_Online_R16,delta,family,contrast,metric,Budget
4,Hurink_edata,la01.fjs,1.0926026262164719,1.0893768015489549,0.9877514794504716,0.9877514794504716,-0.10485114676600027,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la06.fjs,1.2029496797238246,1.2377253889609405,1.2042286489671743,1.2042286489671743,0.0012789692433496924,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la11.fjs,1.1354925286052124,1.1271833379003156,1.074570936170863,1.0725266499827972,-0.0629658786224152,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la18.fjs,1.018705419207763,0.9781244322708269,0.9446916687228635,0.9446916687228635,-0.07401375048489944,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la22.fjs,0.9285636706143667,0.9201041023441247,0.8696897932950423,0.8696897932950423,-0.058873877319324475,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la29.fjs,0.9157953792035629,0.9603403079595538,0.8981997255086616,0.8981997255086616,-0.017595653694901348,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la32.fjs,0.9080510503641032,0.9284081817860734,0.9468820233257125,0.9468820233257125,0.03883097296160931,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Hurink_edata,la40.fjs,1.0594456867694315,1.0758906231526013,1.0161230037361657,1.0161230037361657,-0.04332268303326581,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Brandimarte,Mk05.fjs,0.9066716290138848,0.9098257019285029,0.9950429412582031,0.9950429412582031,0.08837131224431838,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Brandimarte,Mk09.fjs,0.8967952342279228,0.8961016973294672,0.9721098719419841,0.9721098719419841,0.07531463771406122,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la02.fjs,1.0208851479997476,1.006691046318803,0.9335840790745329,0.9335840790745329,-0.08730106892521472,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la08.fjs,1.1741477736793895,1.1790741903066058,1.1434087914623552,1.1434087914623552,-0.030738982217034305,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la14.fjs,1.0510577201620315,1.0702647048272598,0.9841498442955472,0.9841498442955472,-0.06690787586648428,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la20.fjs,1.0731139402218608,1.0819498655410604,1.0441402875098258,1.0441402875098258,-0.028973652712035003,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la21.fjs,0.9601755859134875,0.9925101032529939,0.9045036909266754,0.9045036909266754,-0.05567189498681213,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la30.fjs,0.9034977913877968,0.9261390689945577,0.8847256162001325,0.8847256162001325,-0.018772175187664386,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la33.fjs,0.8780793270010648,0.9625582826618959,0.9266780842301645,0.9266780842301645,0.048598757229099676,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
5,Hurink_edata,la38.fjs,0.9952019466406143,1.013743795776978,0.9466727457416476,0.9466727457416476,-0.04852920089896673,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
1,Brandimarte,Mk04.fjs,0.8867629772840615,0.8915311434849504,0.8830045285900112,0.8856071660813104,-0.005923977403640035,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Brandimarte,Mk10.fjs,0.8744710126039121,0.8844642449319802,0.7377294060255155,0.7484182961205404,-0.13604594881143972,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la05.fjs,1.110996088741552,1.1397855520907052,0.9899493880235221,1.009816562655688,-0.1299689894350171,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la10.fjs,1.0801183112034989,1.0754331792736307,0.9459267198750956,0.9653467224485031,-0.11008645682512763,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la15.fjs,1.1008473791593978,1.0856657292731744,0.9576995007638291,0.947644332874249,-0.1380213963989254,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la16.fjs,1.1899387155252947,1.155627388996327,1.0019841275811052,0.9933892737459795,-0.1622381152503476,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la24.fjs,1.142332696940901,1.1348625709222278,0.9981322458283679,0.9885205742959049,-0.14634199662632286,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la26.fjs,1.1882439524915829,1.2074063211287787,1.0768139257042912,1.0922375325915914,-0.11516878853718726,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la34.fjs,1.0464862164161186,1.055930804418459,0.8646341776237333,0.8355371177950566,-0.22039368662340242,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
1,Hurink_edata,la37.fjs,1.0678694736602896,1.088000975598122,0.8060486122155097,0.8208047917861581,-0.26719618381196386,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
