dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la12.fjs,default,UCBOnly,1.1731057917371295,3.0
Hurink_edata,la12.fjs,default,UniformFixed,1.1796055939915484,1.0
Hurink_edata,la13.fjs,default,AdaptiveNoBC,1.1464041890457088,1.0
Hurink_edata,la13.fjs,default,AdaptivePursuit,0.97014624527693,10.0
Hurink_edata,la13.fjs,default,AdaptiveSAOS,1.1095998094765336,6.0
Hurink_edata,la13.fjs,default,FixedUCBPPO,1.1033082772769078,8.0
Hurink_edata,la13.fjs,default,PPOOnly,1.1064162297080293,7.0
Hurink_edata,la13.fjs,default,ProbabilityMatching,1.0684945516838942,9.0
Hurink_edata,la13.fjs,default,Random,1.1384904003332719,2.0
Hurink_edata,la13.fjs,default,RandomUCBPPO,1.1149491189293779,4.0
Hurink_edata,la13.fjs,default,UCBOnly,1.1145720857144834,5.0
Hurink_edata,la13.fjs,default,UniformFixed,1.1250042032908185,3.0
Hurink_edata,la14.fjs,default,AdaptiveNoBC,1.1166684612161577,6.0
Hurink_edata,la14.fjs,default,AdaptivePursuit,0.957198768861373,10.0
Hurink_edata,la14.fjs,default,AdaptiveSAOS,1.1099471393579563,7.0
Hurink_edata,la14.fjs,default,FixedUCBPPO,1.1281191445511582,2.0
Hurink_edata,la14.fjs,default,PPOOnly,1.1066586406466707,8.0
Hurink_edata,la14.fjs,default,ProbabilityMatching,1.0810236718486343,9.0
Hurink_edata,la14.fjs,default,Random,1.1257246990642602,3.0
Hurink_edata,la14.fjs,default,RandomUCBPPO,1.1208653347414976,4.0
Hurink_edata,la14.fjs,default,UCBOnly,1.1192105483240897,5.0
Hurink_edata,la14.fjs,default,UniformFixed,1.1426283740121037,1.0
Hurink_edata,la15.fjs,default,AdaptiveNoBC,1.0358445641500555,4.0
Hurink_edata,la15.fjs,default,AdaptivePursuit,0.905930179683141,10.0
Hurink_edata,la15.fjs,default,AdaptiveSAOS,0.9985411086857922,7.0
Hurink_edata,la15.fjs,default,FixedUCBPPO,1.0138991401020057,6.0
Hurink_edata,la15.fjs,default,PPOOnly,1.0864092122860156,2.0
Hurink_edata,la15.fjs,default,ProbabilityMatching,0.9482877032600535,9.0
Hurink_edata,la15.fjs,default,Random,1.0919978170388385,1.0
Hurink_edata,la15.fjs,default,RandomUCBPPO,0.9981278339026785,8.0
Hurink_edata,la15.fjs,default,UCBOnly,1.0164995877720109,5.0
Hurink_edata,la15.fjs,default,UniformFixed,1.0649861521124748,3.0
Hurink_edata,la16.fjs,default,AdaptiveNoBC,1.1120900412778623,4.0
Hurink_edata,la16.fjs,default,AdaptivePursuit,0.8685832846469952,10.0
Hurink_edata,la16.fjs,default,AdaptiveSAOS,1.1205431377254664,3.0
Hurink_edata,la16.fjs,default,FixedUCBPPO,1.1273800590229714,1.0
Hurink_edata,la16.fjs,default,PPOOnly,1.0430692015718357,8.0
Hurink_edata,la16.fjs,default,ProbabilityMatching,0.9069952602089528,9.0
Hurink_edata,la16.fjs,default,Random,1.0724055448980931,6.0
Hurink_edata,la16.fjs,default,RandomUCBPPO,1.1105890379281282,5.0
Hurink_edata,la16.fjs,default,UCBOnly,1.121117826275889,2.0
Hurink_edata,la16.fjs,default,UniformFixed,1.0661077736907616,7.0
Hurink_edata,la17.fjs,default,AdaptiveNoBC,1.1968729398563656,1.0
Hurink_edata,la17.fjs,default,AdaptivePursuit,0.9644026926205813,10.0
