dataset,instance,Budget,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Brandimarte,Mk09.fjs,100,AdaptiveSAOS,0.9840460137626293,669.1577366821431,27399.953797861366,28.99999999999997,57.5,173.59122610092163,70.0,2.0,0.2714285850524902,0.8834717142192609,10
Brandimarte,Mk09.fjs,100,FixedUCBPPO,0.9855897537739371,662.6844893323478,27511.35645960049,29.999999999999943,61.0,180.89643394947052,48.0,4.0,0.3541666567325592,0.8506253682724781,10
Brandimarte,Mk09.fjs,100,PPOOnly,0.9794778320679807,671.2946106139427,27756.194228191256,28.999999999999915,52.5,189.08166217803955,-1.0,7.0,0.0,0.9020181229336985,10
Brandimarte,Mk09.fjs,100,RandomUCBPPO,0.9902284127841627,668.6183271293294,27514.2823991682,28.999999999999915,59.0,173.7509958744049,55.5,3.5,0.32120536267757416,0.8269550257945104,10
Brandimarte,Mk09.fjs,100,UCBOnly,0.968077036722814,672.3620087924759,27652.381096998266,28.999999999999943,66.5,178.11632990837097,-1.0,0.0,0.0,0.9886378109248468,10
Brandimarte,Mk09.fjs,100,UniformFixed,0.9542281627235165,683.0260846106075,27771.70384089279,28.999999999999943,50.5,180.4653650522232,-1.0,0.0,0.0,0.9999999999999998,10
Brandimarte,Mk09.fjs,200,AdaptiveNoBC,0.9269112953655643,630.5653830733183,27103.038807628174,28.999999999999886,71.0,319.80136263370514,96.0,7.0,0.0,0.8983288122256525,10
Brandimarte,Mk09.fjs,200,AdaptiveSAOS,0.9153143117691813,628.8848201674513,27146.528738155655,28.999999999999886,81.5,303.7837108373642,96.0,7.0,0.2515060305595398,0.8832773124424533,10
Brandimarte,Mk09.fjs,200,FixedUCBPPO,0.9482132337983573,625.3984453415702,27158.020037497685,28.999999999999886,79.0,313.8652204275131,96.0,7.0,0.25,0.9057074336417443,10
Brandimarte,Mk09.fjs,200,PPOOnly,0.9720281866646827,630.4947224144347,27097.79901559189,28.999999999999886,73.0,314.5585584640503,-1.0,13.0,0.0,0.8748528715244922,10
Brandimarte,Mk09.fjs,200,RandomUCBPPO,0.9416328306168281,623.8839786334635,26945.60558287854,28.999999999999886,68.5,324.53244388103485,107.0,6.0,0.2439566701650619,0.8748528715244921,10
Brandimarte,Mk09.fjs,200,UCBOnly,0.9406496339869076,627.325696843191,27040.501834574887,28.999999999999886,77.0,305.5130811929703,-1.0,0.0,0.0,0.9886378109248468,10
