dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la17.fjs,50,UCBOnly,1.165809186104679,4.0
Hurink_edata,la17.fjs,50,UniformFixed,1.131236575564331,6.0
Hurink_edata,la18.fjs,50,AdaptiveNoBC,1.0406335706420284,1.0
Hurink_edata,la18.fjs,50,AdaptiveSAOS,1.004518386245697,4.0
Hurink_edata,la18.fjs,50,FixedUCBPPO,1.0014342933948583,6.0
Hurink_edata,la18.fjs,50,PPOOnly,1.003234624758447,5.0
Hurink_edata,la18.fjs,50,RandomUCBPPO,1.022352919809805,2.0
Hurink_edata,la18.fjs,50,UCBOnly,0.9781244322708287,7.0
Hurink_edata,la18.fjs,50,UniformFixed,1.0205679305957511,3.0
Hurink_edata,la19.fjs,50,AdaptiveNoBC,0.9592839692265953,3.0
Hurink_edata,la19.fjs,50,AdaptiveSAOS,0.9849089444118939,2.0
Hurink_edata,la19.fjs,50,FixedUCBPPO,0.8781602578849157,7.0
Hurink_edata,la19.fjs,50,PPOOnly,0.9175576594070938,6.0
Hurink_edata,la19.fjs,50,RandomUCBPPO,0.9518056682528387,4.0
Hurink_edata,la19.fjs,50,UCBOnly,0.9474493820957435,5.0
Hurink_edata,la19.fjs,50,UniformFixed,1.0457031102509577,1.0
Hurink_edata,la20.fjs,50,AdaptiveNoBC,1.0848522744677718,3.0
Hurink_edata,la20.fjs,50,AdaptiveSAOS,1.0672822835808409,6.0
Hurink_edata,la20.fjs,50,FixedUCBPPO,1.082871147487762,4.0
Hurink_edata,la20.fjs,50,PPOOnly,1.1189660092520026,1.0
Hurink_edata,la20.fjs,50,RandomUCBPPO,1.035549976902788,7.0
Hurink_edata,la20.fjs,50,UCBOnly,1.0819498655410622,5.0
Hurink_edata,la20.fjs,50,UniformFixed,1.1049453869012447,2.0
Hurink_edata,la21.fjs,50,AdaptiveNoBC,0.9426252570284055,5.0
Hurink_edata,la21.fjs,50,AdaptiveSAOS,0.9782741791718667,4.0
Hurink_edata,la21.fjs,50,FixedUCBPPO,1.0586544405050788,1.0
Hurink_edata,la21.fjs,50,PPOOnly,0.9015175417364664,6.0
Hurink_edata,la21.fjs,50,RandomUCBPPO,0.9839289105139233,3.0
Hurink_edata,la21.fjs,50,UCBOnly,0.9925101032529949,2.0
Hurink_edata,la21.fjs,50,UniformFixed,0.8618264549613945,7.0
Hurink_edata,la22.fjs,50,AdaptiveNoBC,0.9257146658614297,2.0
Hurink_edata,la22.fjs,50,AdaptiveSAOS,0.9363286941068603,1.0
Hurink_edata,la22.fjs,50,FixedUCBPPO,0.8573523486381187,7.0
Hurink_edata,la22.fjs,50,PPOOnly,0.9212250393891475,3.0
Hurink_edata,la22.fjs,50,RandomUCBPPO,0.8785681740944753,5.0
Hurink_edata,la22.fjs,50,UCBOnly,0.9201041023441252,4.0
Hurink_edata,la22.fjs,50,UniformFixed,0.8781130690054321,6.0
Hurink_edata,la23.fjs,50,AdaptiveNoBC,1.1186661477568727,2.0
Hurink_edata,la23.fjs,50,AdaptiveSAOS,1.1123415288798042,3.0
Hurink_edata,la23.fjs,50,FixedUCBPPO,1.1089914608194522,5.0
Hurink_edata,la23.fjs,50,PPOOnly,1.0858900586783045,7.0
Hurink_edata,la23.fjs,50,RandomUCBPPO,1.1108722425230981,4.0
Hurink_edata,la23.fjs,50,UCBOnly,1.1470915204365295,1.0
Hurink_edata,la23.fjs,50,UniformFixed,1.103488395693589,6.0
Hurink_edata,la24.fjs,50,AdaptiveNoBC,1.1104210739414038,5.0
Hurink_edata,la24.fjs,50,AdaptiveSAOS,1.1420316888580546,2.0
Hurink_edata,la24.fjs,50,FixedUCBPPO,1.1150678627772859,4.0
Hurink_edata,la24.fjs,50,PPOOnly,1.1567163761924193,1.0
Hurink_edata,la24.fjs,50,RandomUCBPPO,1.087240572433692,7.0
Hurink_edata,la24.fjs,50,UCBOnly,1.1270959522173287,3.0
Hurink_edata,la24.fjs,50,UniformFixed,1.0876620855493657,6.0
Hurink_edata,la25.fjs,50,AdaptiveNoBC,0.9050176371145446,5.0
Hurink_edata,la25.fjs,50,AdaptiveSAOS,0.9145721757024843,4.0
Hurink_edata,la25.fjs,50,FixedUCBPPO,0.9196136596135458,2.0
Hurink_edata,la25.fjs,50,PPOOnly,0.8155370933582023,7.0
Hurink_edata,la25.fjs,50,RandomUCBPPO,0.9161650862829696,3.0
Hurink_edata,la25.fjs,50,UCBOnly,0.8973444381228618,6.0
Hurink_edata,la25.fjs,50,UniformFixed,0.9614632009195685,1.0
Hurink_edata,la26.fjs,50,AdaptiveNoBC,1.0342837874290858,4.0
Hurink_edata,la26.fjs,50,AdaptiveSAOS,1.0396093850311128,2.0
Hurink_edata,la26.fjs,50,FixedUCBPPO,1.0345408882318843,3.0
Hurink_edata,la26.fjs,50,PPOOnly,0.9362784811418683,7.0
Hurink_edata,la26.fjs,50,RandomUCBPPO,1.055030986334902,1.0
Hurink_edata,la26.fjs,50,UCBOnly,1.0300605543159804,5.0
Hurink_edata,la26.fjs,50,UniformFixed,0.991197325907532,6.0
Hurink_edata,la27.fjs,50,AdaptiveNoBC,0.8697962677255442,3.0
Hurink_edata,la27.fjs,50,AdaptiveSAOS,0.8711169426788425,2.0
Hurink_edata,la27.fjs,50,FixedUCBPPO,0.74325867932088,6.0
Hurink_edata,la27.fjs,50,PPOOnly,0.7320921325737657,7.0
Hurink_edata,la27.fjs,50,RandomUCBPPO,0.8203037006835416,4.0
Hurink_edata,la27.fjs,50,UCBOnly,0.8951101576360748,1.0
Hurink_edata,la27.fjs,50,UniformFixed,0.7813792473698993,5.0
Hurink_edata,la28.fjs,50,AdaptiveNoBC,1.0503225796531448,4.0
Hurink_edata,la28.fjs,50,AdaptiveSAOS,1.0440955642985625,6.0
Hurink_edata,la28.fjs,50,FixedUCBPPO,1.0534363433318588,3.0
Hurink_edata,la28.fjs,50,PPOOnly,1.0645779048902582,2.0
Hurink_edata,la28.fjs,50,RandomUCBPPO,1.0491338202939207,5.0
Hurink_edata,la28.fjs,50,UCBOnly,1.0778474276711332,1.0
Hurink_edata,la28.fjs,50,UniformFixed,1.0259246645815776,7.0
Hurink_edata,la29.fjs,50,AdaptiveNoBC,0.9257234420612788,3.0
Hurink_edata,la29.fjs,50,AdaptiveSAOS,0.966345075794067,2.0
Hurink_edata,la29.fjs,50,FixedUCBPPO,0.8069802492429559,7.0
Hurink_edata,la29.fjs,50,PPOOnly,0.8598502167187556,5.0
Hurink_edata,la29.fjs,50,RandomUCBPPO,0.8721794255393709,4.0
Hurink_edata,la29.fjs,50,UCBOnly,0.9721908013654835,1.0
Hurink_edata,la29.fjs,50,UniformFixed,0.8384483413267607,6.0
Hurink_edata,la30.fjs,50,AdaptiveNoBC,0.8826977546630133,5.0
Hurink_edata,la30.fjs,50,AdaptiveSAOS,0.9343875599152636,1.0
Hurink_edata,la30.fjs,50,FixedUCBPPO,0.817842078583028,7.0
Hurink_edata,la30.fjs,50,PPOOnly,0.8988970430133392,3.0
Hurink_edata,la30.fjs,50,RandomUCBPPO,0.8449659181147668,6.0
Hurink_edata,la30.fjs,50,UCBOnly,0.9261390689945583,2.0
Hurink_edata,la30.fjs,50,UniformFixed,0.884603272934985,4.0
Hurink_edata,la31.fjs,50,AdaptiveNoBC,1.0468417334050806,1.0
Hurink_edata,la31.fjs,50,AdaptiveSAOS,0.9762442751341402,3.0
Hurink_edata,la31.fjs,50,FixedUCBPPO,0.9232204968813945,5.0
Hurink_edata,la31.fjs,50,PPOOnly,0.780081160569005,7.0
Hurink_edata,la31.fjs,50,RandomUCBPPO,0.9472377221632178,4.0
Hurink_edata,la31.fjs,50,UCBOnly,1.0038847934716502,2.0
Hurink_edata,la31.fjs,50,UniformFixed,0.9004013447605113,6.0
Hurink_edata,la32.fjs,50,AdaptiveNoBC,0.9006691040223005,4.0
Hurink_edata,la32.fjs,50,AdaptiveSAOS,0.9205940139963233,3.0
Hurink_edata,la32.fjs,50,FixedUCBPPO,0.9242105920292276,2.0
Hurink_edata,la32.fjs,50,PPOOnly,0.7821458236249794,7.0
Hurink_edata,la32.fjs,50,RandomUCBPPO,0.8085079599347816,6.0
Hurink_edata,la32.fjs,50,UCBOnly,0.9284081817860734,1.0
Hurink_edata,la32.fjs,50,UniformFixed,0.8570036349201666,5.0
Hurink_edata,la33.fjs,50,AdaptiveNoBC,0.9662930723793786,1.0
Hurink_edata,la33.fjs,50,AdaptiveSAOS,0.923852665139272,4.0
Hurink_edata,la33.fjs,50,FixedUCBPPO,0.8877585968276467,6.0
Hurink_edata,la33.fjs,50,PPOOnly,0.8640298327304896,7.0
Hurink_edata,la33.fjs,50,RandomUCBPPO,0.9381184935734479,3.0
